data,ora,utc,mercato,NORD,CNOR,CSUD,SUD,SICI,SARD,CALA
2026-03-05,03:45,2026-03-05T02:45:00Z,MGP,145.5,145.5,145.5,145.5,145.5,145.5,145.5
2026-03-05,04:00,2026-03-05T03:00:00Z,MGP,146.77,146.77,146.77,146.77,146.77,146.77,146.77
2026-03-05,04:15,2026-03-05T03:15:00Z,MGP,148.0,148.0,148.0,148.0,148.0,148.0,148.0
2026-03-05,04:30,2026-03-05T03:30:00Z,MGP,148.0,148.0,148.0,148.0,148.0,148.0,148.0
2026-03-05,04:45,2026-03-05T03:45:00Z,MGP,143.83,143.83,143.83,143.83,143.83,143.83,143.83
2026-03-05,05:00,2026-03-05T04:00:00Z,MGP,143.33,143.33,143.33,143.33,143.33,143.33,143.33
2026-03-05,05:15,2026-03-05T04:15:00Z,MGP,144.27,144.27,144.27,144.27,144.27,144.27,144.27
2026-03-05,05:30,2026-03-05T04:30:00Z,MGP,153.55,153.55,153.55,153.55,153.55,153.55,153.55
2026-03-05,05:45,2026-03-05T04:45:00Z,MGP,156.89,156.89,156.89,156.89,156.89,156.89,156.89
2026-03-05,06:00,2026-03-05T05:00:00Z,MGP,156.89,156.89,156.89,156.89,156.89,156.89,156.89
2026-03-05,06:15,2026-03-05T05:15:00Z,MGP,169.67,169.67,169.67,169.67,169.67,169.67,169.67
2026-03-05,06:30,2026-03-05T05:30:00Z,MGP,174.92,174.92,174.92,174.92,174.92,174.92,174.92
2026-03-05,06:45,2026-03-05T05:45:00Z,MGP,174.35,174.35,174.35,174.35,174.35,171.05,174.35
2026-03-05,07:00,2026-03-05T06:00:00Z,MGP,174.99,174.99,174.99,174.99,174.99,174.99,174.99
2026-03-05,07:15,2026-03-05T06:15:00Z,MGP,174.99,174.99,174.99,174.99,174.99,174.9,174.99
2026-03-05,07:30,2026-03-05T06:30:00Z,MGP,176.0,176.0,176.0,176.0,176.0,170.5,176.0
2026-03-05,07:45,2026-03-05T06:45:00Z,MGP,174.99,174.99,174.99,174.99,174.99,174.94,174.99
2026-03-05,08:00,2026-03-05T07:00:00Z,MGP,176.43,176.43,176.43,176.43,176.43,176.43,176.43
2026-03-05,08:15,2026-03-05T07:15:00Z,MGP,165.0,165.0,165.0,165.0,165.0,165.0,165.0
2026-03-05,08:30,2026-03-05T07:30:00Z,MGP,165.21,165.21,165.21,165.21,165.21,165.21,165.21
2026-03-05,08:45,2026-03-05T07:45:00Z,MGP,154.87,154.87,154.87,154.87,154.87,154.87,154.87
2026-03-05,09:00,2026-03-05T08:00:00Z,MGP,167.3,167.3,167.3,167.3,167.3,167.3,167.3
2026-03-05,09:15,2026-03-05T08:15:00Z,MGP,159.89,159.89,159.89,159.89,159.89,159.89,159.89
2026-03-05,09:30,2026-03-05T08:30:00Z,MGP,153.55,153.55,153.55,153.55,153.55,153.55,153.55
2026-03-05,09:45,2026-03-05T08:45:00Z,MGP,144.06,144.06,144.06,144.06,144.06,144.06,144.06
2026-03-05,10:00,2026-03-05T09:00:00Z,MGP,153.55,153.55,153.55,153.55,153.55,153.55,153.55
2026-03-05,10:15,2026-03-05T09:15:00Z,MGP,153.55,153.55,147.64,147.64,147.64,147.64,147.64
2026-03-05,10:30,2026-03-05T09:30:00Z,MGP,151.79,151.79,135.05,135.05,135.05,135.05,135.05
2026-03-05,10:45,2026-03-05T09:45:00Z,MGP,138.59,138.59,134.06,134.06,134.06,134.06,134.06
2026-03-05,11:00,2026-03-05T10:00:00Z,MGP,127.46,127.46,121.68,121.68,121.68,121.68,121.68
2026-03-05,11:15,2026-03-05T10:15:00Z,MGP,126.59,126.59,121.68,121.68,121.68,121.68,121.68
2026-03-05,11:30,2026-03-05T10:30:00Z,MGP,126.59,126.59,121.68,121.68,121.68,121.68,121.68
2026-03-05,11:45,2026-03-05T10:45:00Z,MGP,138.59,138.59,138.59,138.59,138.59,138.59,138.59
2026-03-05,12:00,2026-03-05T11:00:00Z,MGP,129.5,129.5,129.5,129.5,129.5,129.5,129.5
2026-03-05,12:15,2026-03-05T11:15:00Z,MGP,123.49,123.49,123.49,123.49,123.49,123.49,123.49
2026-03-05,12:30,2026-03-05T11:30:00Z,MGP,120.25,120.25,120.25,120.25,120.25,120.25,120.25
2026-03-05,12:45,2026-03-05T11:45:00Z,MGP,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2026-03-05,13:00,2026-03-05T12:00:00Z,MGP,124.59,124.59,124.59,124.59,124.59,124.59,124.59
2026-03-05,13:15,2026-03-05T12:15:00Z,MGP,126.59,126.59,126.59,126.59,126.59,126.59,126.59
2026-03-05,13:30,2026-03-05T12:30:00Z,MGP,128.68,128.68,128.68,128.68,128.68,128.68,128.68
2026-03-05,13:45,2026-03-05T12:45:00Z,MGP,133.06,133.06,133.06,133.06,133.06,133.06,133.06
2026-03-05,14:00,2026-03-05T13:00:00Z,MGP,144.06,144.06,144.06,144.06,144.06,144.06,144.06
2026-03-05,14:15,2026-03-05T13:15:00Z,MGP,146.25,146.25,146.25,146.25,146.25,146.25,146.25
2026-03-05,14:30,2026-03-05T13:30:00Z,MGP,134.06,134.06,134.06,134.06,134.06,134.06,134.06
2026-03-05,14:45,2026-03-05T13:45:00Z,MGP,131.51,131.51,131.51,131.51,131.51,131.51,131.51
2026-03-05,15:00,2026-03-05T14:00:00Z,MGP,135.5,135.5,135.5,135.5,135.5,135.5,135.5
2026-03-05,15:15,2026-03-05T14:15:00Z,MGP,136.62,136.62,136.62,136.62,136.62,136.62,136.62
2026-03-05,15:30,2026-03-05T14:30:00Z,MGP,152.62,152.62,152.62,152.62,152.62,152.62,152.62
2026-03-05,15:45,2026-03-05T14:45:00Z,MGP,146.66,146.66,146.66,146.66,146.66,146.66,146.66
2026-03-05,16:00,2026-03-05T15:00:00Z,MGP,136.62,136.62,136.62,136.62,136.62,136.62,136.62
2026-03-05,16:15,2026-03-05T15:15:00Z,MGP,144.06,144.06,144.06,144.06,144.06,144.06,144.06
2026-03-05,16:30,2026-03-05T15:30:00Z,MGP,150.82,150.82,150.82,150.82,150.82,150.82,150.82
2026-03-05,16:45,2026-03-05T15:45:00Z,MGP,169.67,169.67,169.67,169.67,169.67,169.67,169.67
2026-03-05,17:00,2026-03-05T16:00:00Z,MGP,147.15,147.15,147.15,147.15,147.15,147.15,147.15
2026-03-05,17:15,2026-03-05T16:15:00Z,MGP,167.45,167.45,167.45,167.45,167.45,167.45,167.45
2026-03-05,17:30,2026-03-05T16:30:00Z,MGP,169.67,169.67,169.67,169.67,169.67,169.67,169.67
2026-03-05,17:45,2026-03-05T16:45:00Z,MGP,174.99,174.99,174.99,174.99,174.99,171.05,174.99
2026-03-05,18:00,2026-03-05T17:00:00Z,MGP,180.29,180.29,180.29,180.29,180.29,171.73,180.29
2026-03-05,18:15,2026-03-05T17:15:00Z,MGP,187.45,187.45,187.45,187.45,187.45,177.32,187.45
2026-03-05,18:30,2026-03-05T17:30:00Z,MGP,186.42,186.42,186.42,186.42,186.42,177.51,186.42
2026-03-05,18:45,2026-03-05T17:45:00Z,MGP,189.31,189.31,189.31,189.31,189.31,182.98,189.31
2026-03-05,19:00,2026-03-05T18:00:00Z,MGP,185.0,185.0,185.0,185.0,185.0,177.34,185.0
2026-03-05,19:15,2026-03-05T18:15:00Z,MGP,183.51,183.51,183.51,183.51,183.51,177.34,183.51
2026-03-05,19:30,2026-03-05T18:30:00Z,MGP,175.21,175.21,175.21,175.21,180.29,175.21,175.21
2026-03-05,19:45,2026-03-05T18:45:00Z,MGP,177.08,177.08,177.08,177.08,180.29,177.08,177.08
2026-03-05,20:00,2026-03-05T19:00:00Z,MGP,169.67,169.67,169.67,169.67,180.29,169.67,169.67
2026-03-05,20:15,2026-03-05T19:15:00Z,MGP,159.89,159.89,159.89,159.89,174.99,159.89,159.89
2026-03-05,20:30,2026-03-05T19:30:00Z,MGP,154.87,154.87,154.87,154.87,174.99,154.87,154.87
2026-03-05,20:45,2026-03-05T19:45:00Z,MGP,147.4,147.4,147.4,147.4,174.99,147.4,147.4
2026-03-05,21:00,2026-03-05T20:00:00Z,MGP,159.89,159.89,159.89,159.89,174.99,159.89,159.89
2026-03-05,21:15,2026-03-05T20:15:00Z,MGP,159.89,159.89,159.89,159.89,174.99,159.89,159.89
2026-03-05,21:30,2026-03-05T20:30:00Z,MGP,145.88,145.88,145.88,145.88,157.52,145.88,145.88
2026-03-05,21:45,2026-03-05T20:45:00Z,MGP,120.6,120.6,120.6,120.6,120.6,120.6,120.6
2026-03-05,22:00,2026-03-05T21:00:00Z,MGP,144.06,144.06,144.06,144.06,171.8,144.06,144.06
2026-03-05,22:15,2026-03-05T21:15:00Z,MGP,143.83,143.83,143.83,143.83,160.0,143.83,143.83
2026-03-05,22:30,2026-03-05T21:30:00Z,MGP,150.23,150.23,150.23,150.23,150.23,150.23,150.23
2026-03-05,22:45,2026-03-05T21:45:00Z,MGP,141.8,141.8,141.8,141.8,141.8,141.8,141.8
2026-03-05,23:00,2026-03-05T22:00:00Z,MGP,153.55,153.55,153.55,153.55,153.55,153.55,153.55
2026-03-05,23:15,2026-03-05T22:15:00Z,MGP,149.05,149.05,149.05,149.05,149.05,149.05,149.05
2026-03-05,23:30,2026-03-05T22:30:00Z,MGP,143.83,143.83,143.83,143.83,143.83,143.83,143.83
2026-03-05,23:45,2026-03-05T22:45:00Z,MGP,142.37,142.37,142.37,142.37,142.37,142.37,142.37
2026-03-06,00:00,2026-03-05T23:00:00Z,MGP,135.8,135.8,135.8,135.8,135.8,135.8,135.8
2026-03-06,00:15,2026-03-05T23:15:00Z,MGP,135.8,135.8,135.8,135.8,135.8,135.8,135.8
2026-03-06,00:30,2026-03-05T23:30:00Z,MGP,130.93,130.93,130.93,130.93,130.93,130.93,130.93
2026-03-06,00:45,2026-03-05T23:45:00Z,MGP,129.45,129.45,129.45,129.45,129.45,129.45,129.45
2026-03-06,01:00,2026-03-06T00:00:00Z,MGP,131.01,131.01,131.01,131.01,131.01,131.01,131.01
2026-03-06,01:15,2026-03-06T00:15:00Z,MGP,129.62,129.62,129.62,129.62,129.62,129.62,129.62
2026-03-06,01:30,2026-03-06T00:30:00Z,MGP,122.73,122.73,122.73,122.73,122.73,122.73,122.73
2026-03-06,01:45,2026-03-06T00:45:00Z,MGP,121.82,121.82,121.82,121.82,121.82,121.82,121.82
2026-03-06,02:00,2026-03-06T01:00:00Z,MGP,126.12,126.12,126.12,126.12,126.12,126.12,126.12
2026-03-06,02:15,2026-03-06T01:15:00Z,MGP,125.47,125.47,125.47,125.47,125.47,125.47,125.47
2026-03-06,02:30,2026-03-06T01:30:00Z,MGP,116.4,116.4,116.4,116.4,116.4,116.4,116.4
2026-03-06,02:45,2026-03-06T01:45:00Z,MGP,116.72,116.72,116.72,116.72,116.72,116.72,116.72
2026-03-06,03:00,2026-03-06T02:00:00Z,MGP,129.56,129.56,129.56,129.56,129.56,129.56,129.56
2026-03-06,03:15,2026-03-06T02:15:00Z,MGP,129.66,129.66,129.66,129.66,129.66,129.66,129.66
2026-03-06,03:30,2026-03-06T02:30:00Z,MGP,126.16,126.16,126.16,126.16,126.16,126.16,126.16
2026-03-06,03:45,2026-03-06T02:45:00Z,MGP,125.42,125.42,125.42,125.42,125.42,125.42,125.42
2026-03-06,04:00,2026-03-06T03:00:00Z,MGP,126.46,126.46,126.46,126.46,126.46,126.46,126.46
2026-03-06,04:15,2026-03-06T03:15:00Z,MGP,129.62,129.62,129.62,129.62,129.62,129.62,129.62
2026-03-06,04:30,2026-03-06T03:30:00Z,MGP,127.54,127.54,127.54,127.54,127.54,127.54,127.54
2026-03-06,04:45,2026-03-06T03:45:00Z,MGP,132.61,132.61,132.61,132.61,132.61,132.61,132.61
2026-03-06,05:00,2026-03-06T04:00:00Z,MGP,122.73,122.73,122.73,122.73,122.73,122.73,122.73
2026-03-06,05:15,2026-03-06T04:15:00Z,MGP,129.97,129.97,129.97,129.97,129.97,129.97,129.97
2026-03-06,05:30,2026-03-06T04:30:00Z,MGP,141.8,141.8,141.8,141.8,141.8,141.8,141.8
2026-03-06,05:45,2026-03-06T04:45:00Z,MGP,147.73,147.73,147.73,147.73,147.73,147.73,147.73
2026-03-06,06:00,2026-03-06T05:00:00Z,MGP,141.88,141.88,141.88,141.88,141.88,141.88,141.88
2026-03-06,06:15,2026-03-06T05:15:00Z,MGP,160.58,160.58,160.58,160.58,160.58,160.58,160.58
2026-03-06,06:30,2026-03-06T05:30:00Z,MGP,169.26,169.26,169.26,169.26,168.28,169.26,168.28
2026-03-06,06:45,2026-03-06T05:45:00Z,MGP,168.28,168.28,168.28,168.28,168.28,168.28,168.28
2026-03-06,07:00,2026-03-06T06:00:00Z,MGP,157.06,157.06,157.06,157.06,157.06,156.79,157.06
2026-03-06,07:15,2026-03-06T06:15:00Z,MGP,161.39,161.39,161.39,161.39,161.39,161.39,161.39
2026-03-06,07:30,2026-03-06T06:30:00Z,MGP,163.42,163.42,163.42,163.42,163.42,163.42,163.42
2026-03-06,07:45,2026-03-06T06:45:00Z,MGP,167.73,167.73,167.73,167.73,167.73,167.73,167.73
2026-03-06,08:00,2026-03-06T07:00:00Z,MGP,158.39,158.39,158.39,158.39,158.39,158.39,158.39
2026-03-06,08:15,2026-03-06T07:15:00Z,MGP,154.0,154.0,152.0,152.0,152.0,151.99,152.0
2026-03-06,08:30,2026-03-06T07:30:00Z,MGP,157.06,157.06,150.24,150.24,150.24,150.24,150.24
2026-03-06,08:45,2026-03-06T07:45:00Z,MGP,149.56,149.56,149.56,149.56,149.56,149.56,149.56
2026-03-06,09:00,2026-03-06T08:00:00Z,MGP,163.7,163.7,161.39,161.39,161.39,161.39,161.39
2026-03-06,09:15,2026-03-06T08:15:00Z,MGP,158.39,158.39,135.31,135.31,135.31,135.31,135.31
2026-03-06,09:30,2026-03-06T08:30:00Z,MGP,157.06,157.06,122.73,122.73,122.73,122.73,122.73
2026-03-06,09:45,2026-03-06T08:45:00Z,MGP,146.49,146.49,122.73,122.73,122.73,122.73,122.73
2026-03-06,10:00,2026-03-06T09:00:00Z,MGP,141.07,141.07,141.07,141.07,141.07,141.07,141.07
2026-03-06,10:15,2026-03-06T09:15:00Z,MGP,134.3,134.3,134.3,134.3,134.3,134.3,134.3
2026-03-06,10:30,2026-03-06T09:30:00Z,MGP,132.3,132.3,132.3,132.3,132.3,132.3,132.3
2026-03-06,10:45,2026-03-06T09:45:00Z,MGP,134.13,134.13,134.13,134.13,134.13,134.13,134.13
2026-03-06,11:00,2026-03-06T10:00:00Z,MGP,132.73,132.73,132.73,132.73,132.73,132.73,132.73
2026-03-06,11:15,2026-03-06T10:15:00Z,MGP,132.73,132.73,132.73,132.73,132.73,132.73,132.73
2026-03-06,11:30,2026-03-06T10:30:00Z,MGP,125.07,125.07,125.07,125.07,125.07,125.07,125.07
2026-03-06,11:45,2026-03-06T10:45:00Z,MGP,117.47,117.47,117.47,117.47,117.47,117.47,117.47
2026-03-06,12:00,2026-03-06T11:00:00Z,MGP,129.02,129.02,129.02,129.02,129.02,129.02,129.02
2026-03-06,12:15,2026-03-06T11:15:00Z,MGP,129.02,129.02,129.02,129.02,129.02,129.02,129.02
2026-03-06,12:30,2026-03-06T11:30:00Z,MGP,127.0,127.0,127.0,127.0,127.0,127.0,127.0
2026-03-06,12:45,2026-03-06T11:45:00Z,MGP,117.0,117.0,117.0,117.0,117.0,117.0,117.0
2026-03-06,13:00,2026-03-06T12:00:00Z,MGP,121.73,121.73,121.73,121.73,121.73,121.73,121.73
2026-03-06,13:15,2026-03-06T12:15:00Z,MGP,122.73,122.73,122.73,122.73,122.73,122.73,122.73
2026-03-06,13:30,2026-03-06T12:30:00Z,MGP,127.0,127.0,127.0,127.0,127.0,127.0,127.0
2026-03-06,13:45,2026-03-06T12:45:00Z,MGP,130.0,130.0,130.0,130.0,130.0,130.0,130.0
2026-03-06,14:00,2026-03-06T13:00:00Z,MGP,127.59,127.59,127.59,127.59,127.59,127.59,127.59
2026-03-06,14:15,2026-03-06T13:15:00Z,MGP,127.08,127.08,127.08,127.08,127.08,127.08,127.08
2026-03-06,14:30,2026-03-06T13:30:00Z,MGP,132.6,132.6,132.6,132.6,132.6,132.6,132.6
2026-03-06,14:45,2026-03-06T13:45:00Z,MGP,132.73,132.73,132.73,132.73,132.73,132.73,132.73
2026-03-06,15:00,2026-03-06T14:00:00Z,MGP,125.07,125.07,125.07,125.07,125.07,125.07,125.07
2026-03-06,15:15,2026-03-06T14:15:00Z,MGP,127.98,127.98,127.98,127.98,127.98,127.98,127.98
2026-03-06,15:30,2026-03-06T14:30:00Z,MGP,132.73,132.73,132.73,132.73,132.73,132.73,132.73
2026-03-06,15:45,2026-03-06T14:45:00Z,MGP,138.07,138.07,138.07,138.07,138.07,138.07,138.07
2026-03-06,16:00,2026-03-06T15:00:00Z,MGP,135.0,135.0,135.0,135.0,135.0,135.0,135.0
2026-03-06,16:15,2026-03-06T15:15:00Z,MGP,144.9,144.9,144.9,144.9,144.9,144.9,144.9
2026-03-06,16:30,2026-03-06T15:30:00Z,MGP,132.1,132.1,132.1,132.1,132.1,132.1,132.1
2026-03-06,16:45,2026-03-06T15:45:00Z,MGP,142.0,142.0,142.0,142.0,142.0,142.0,142.0
2026-03-06,17:00,2026-03-06T16:00:00Z,MGP,141.07,141.07,141.07,141.07,141.07,141.07,141.07
2026-03-06,17:15,2026-03-06T16:15:00Z,MGP,147.45,147.45,147.45,147.45,147.45,147.45,147.45
2026-03-06,17:30,2026-03-06T16:30:00Z,MGP,160.21,160.21,160.21,160.21,160.21,160.21,160.21
2026-03-06,17:45,2026-03-06T16:45:00Z,MGP,183.28,183.28,183.28,183.28,183.28,183.28,183.28
2026-03-06,18:00,2026-03-06T17:00:00Z,MGP,161.39,161.39,161.39,161.39,161.39,161.39,161.39
2026-03-06,18:15,2026-03-06T17:15:00Z,MGP,168.28,168.28,168.28,168.28,168.28,168.28,168.28
2026-03-06,18:30,2026-03-06T17:30:00Z,MGP,176.0,176.0,176.0,176.0,176.0,173.55,176.0
2026-03-06,18:45,2026-03-06T17:45:00Z,MGP,183.71,183.71,183.71,183.71,183.71,183.07,183.71
2026-03-06,19:00,2026-03-06T18:00:00Z,MGP,185.0,185.0,185.0,185.0,185.0,183.07,185.0
2026-03-06,19:15,2026-03-06T18:15:00Z,MGP,177.35,177.35,177.35,177.35,177.35,177.35,177.35
2026-03-06,19:30,2026-03-06T18:30:00Z,MGP,161.84,161.84,161.84,161.84,161.84,161.84,161.84
2026-03-06,19:45,2026-03-06T18:45:00Z,MGP,158.39,158.39,158.39,158.39,161.39,158.39,158.39
2026-03-06,20:00,2026-03-06T19:00:00Z,MGP,156.88,156.88,156.88,156.88,161.39,156.88,156.88
2026-03-06,20:15,2026-03-06T19:15:00Z,MGP,153.88,153.88,153.88,153.88,161.39,153.88,153.88
2026-03-06,20:30,2026-03-06T19:30:00Z,MGP,147.61,147.61,147.61,147.61,161.39,147.61,147.61
2026-03-06,20:45,2026-03-06T19:45:00Z,MGP,146.03,146.03,146.03,146.03,161.39,146.03,146.03
2026-03-06,21:00,2026-03-06T20:00:00Z,MGP,157.06,157.06,157.06,157.06,161.39,157.06,157.06
2026-03-06,21:15,2026-03-06T20:15:00Z,MGP,146.32,146.32,146.32,146.32,146.32,146.32,146.32
2026-03-06,21:30,2026-03-06T20:30:00Z,MGP,131.34,131.34,131.34,131.34,137.52,131.34,131.34
2026-03-06,21:45,2026-03-06T20:45:00Z,MGP,117.28,117.28,117.28,117.28,117.28,117.28,117.28
2026-03-06,22:00,2026-03-06T21:00:00Z,MGP,141.49,141.49,141.49,141.49,161.39,141.49,141.49
2026-03-06,22:15,2026-03-06T21:15:00Z,MGP,131.89,131.89,131.89,131.89,161.39,131.89,131.89
2026-03-06,22:30,2026-03-06T21:30:00Z,MGP,131.44,131.44,131.44,131.44,147.0,131.44,131.44
2026-03-06,22:45,2026-03-06T21:45:00Z,MGP,134.74,134.74,134.74,134.74,134.74,134.74,134.74
2026-03-06,23:00,2026-03-06T22:00:00Z,MGP,146.03,146.03,146.03,146.03,146.03,146.03,146.03
2026-03-06,23:15,2026-03-06T22:15:00Z,MGP,133.23,133.23,133.23,133.23,133.23,133.23,133.23
2026-03-06,23:30,2026-03-06T22:30:00Z,MGP,131.52,131.52,131.52,131.52,131.52,131.52,131.52
2026-03-06,23:45,2026-03-06T22:45:00Z,MGP,131.5,131.5,131.5,131.5,131.5,131.5,131.5
2026-03-07,00:00,2026-03-06T23:00:00Z,MGP,149.81,149.81,149.81,149.81,149.81,149.81,149.81
2026-03-07,00:15,2026-03-06T23:15:00Z,MGP,145.26,145.26,145.26,145.26,145.26,145.26,145.26
2026-03-07,00:30,2026-03-06T23:30:00Z,MGP,142.22,142.22,142.22,142.22,142.22,142.22,142.22
2026-03-07,00:45,2026-03-06T23:45:00Z,MGP,139.58,139.58,139.58,139.58,139.58,139.58,139.58
2026-03-07,01:00,2026-03-07T00:00:00Z,MGP,147.33,147.33,147.33,147.33,147.33,147.33,147.33
2026-03-07,01:15,2026-03-07T00:15:00Z,MGP,142.29,142.29,142.29,142.29,142.29,142.29,142.29
2026-03-07,01:30,2026-03-07T00:30:00Z,MGP,136.0,136.0,136.0,136.0,136.0,136.0,136.0
2026-03-07,01:45,2026-03-07T00:45:00Z,MGP,131.94,131.94,131.94,131.94,131.94,131.94,131.94
2026-03-07,02:00,2026-03-07T01:00:00Z,MGP,139.0,139.0,139.0,139.0,139.0,139.0,139.0
2026-03-07,02:15,2026-03-07T01:15:00Z,MGP,133.7,133.7,133.7,133.7,133.7,133.7,133.7
2026-03-07,02:30,2026-03-07T01:30:00Z,MGP,133.24,133.24,133.24,133.24,133.24,133.24,133.24
2026-03-07,02:45,2026-03-07T01:45:00Z,MGP,132.26,132.26,132.26,132.26,132.26,132.26,132.26
2026-03-07,03:00,2026-03-07T02:00:00Z,MGP,136.56,136.56,136.56,136.56,136.56,136.56,136.56
2026-03-07,03:15,2026-03-07T02:15:00Z,MGP,134.77,134.77,134.77,134.77,134.77,134.77,134.77
2026-03-07,03:30,2026-03-07T02:30:00Z,MGP,133.23,133.23,133.23,133.23,133.23,133.23,133.23
2026-03-07,03:45,2026-03-07T02:45:00Z,MGP,133.39,133.39,133.39,133.39,133.39,133.39,133.39
2026-03-07,04:00,2026-03-07T03:00:00Z,MGP,133.35,133.35,133.35,133.35,133.35,133.35,133.35
2026-03-07,04:15,2026-03-07T03:15:00Z,MGP,134.67,134.67,134.67,134.67,134.67,134.67,134.67
2026-03-07,04:30,2026-03-07T03:30:00Z,MGP,134.83,134.83,134.83,134.83,134.83,134.83,134.83
2026-03-07,04:45,2026-03-07T03:45:00Z,MGP,138.39,138.39,138.39,138.39,138.39,138.39,138.39
2026-03-07,05:00,2026-03-07T04:00:00Z,MGP,135.23,135.23,135.23,135.23,135.23,135.23,135.23
2026-03-07,05:15,2026-03-07T04:15:00Z,MGP,139.98,139.98,139.98,139.98,139.98,139.98,139.98
2026-03-07,05:30,2026-03-07T04:30:00Z,MGP,140.54,140.54,140.54,140.54,140.54,140.54,140.54
2026-03-07,05:45,2026-03-07T04:45:00Z,MGP,145.76,145.76,145.76,145.76,145.76,145.76,145.76
2026-03-07,06:00,2026-03-07T05:00:00Z,MGP,145.0,145.0,145.0,145.0,145.0,145.0,145.0
2026-03-07,06:15,2026-03-07T05:15:00Z,MGP,156.81,156.81,156.81,156.81,156.81,156.81,156.81
2026-03-07,06:30,2026-03-07T05:30:00Z,MGP,158.82,158.82,158.82,158.82,158.82,158.82,158.82
2026-03-07,06:45,2026-03-07T05:45:00Z,MGP,158.82,158.82,158.82,158.82,158.82,158.82,158.82
2026-03-07,07:00,2026-03-07T06:00:00Z,MGP,160.17,160.17,160.17,160.17,160.17,160.17,160.17
2026-03-07,07:15,2026-03-07T06:15:00Z,MGP,163.23,163.23,163.23,163.23,163.23,163.23,163.23
2026-03-07,07:30,2026-03-07T06:30:00Z,MGP,163.23,163.23,163.23,163.23,163.23,163.23,163.23
2026-03-07,07:45,2026-03-07T06:45:00Z,MGP,160.17,160.17,160.17,160.17,160.17,160.17,160.17
2026-03-07,08:00,2026-03-07T07:00:00Z,MGP,160.17,160.17,160.17,160.17,160.17,160.17,160.17
2026-03-07,08:15,2026-03-07T07:15:00Z,MGP,156.81,156.81,156.81,156.81,156.81,156.81,156.81
2026-03-07,08:30,2026-03-07T07:30:00Z,MGP,155.21,155.21,155.21,155.21,155.21,155.21,155.21
2026-03-07,08:45,2026-03-07T07:45:00Z,MGP,145.0,145.0,145.0,145.0,145.0,145.0,145.0
2026-03-07,09:00,2026-03-07T08:00:00Z,MGP,156.81,156.81,156.81,156.81,156.81,156.81,156.81
2026-03-07,09:15,2026-03-07T08:15:00Z,MGP,155.21,155.21,155.21,155.21,155.21,155.21,155.21
2026-03-07,09:30,2026-03-07T08:30:00Z,MGP,156.81,156.81,156.81,156.81,156.81,156.81,156.81
2026-03-07,09:45,2026-03-07T08:45:00Z,MGP,135.8,135.8,135.8,135.8,135.8,135.8,135.8
2026-03-07,10:00,2026-03-07T09:00:00Z,MGP,152.61,152.61,152.61,152.61,152.61,152.61,152.61
2026-03-07,10:15,2026-03-07T09:15:00Z,MGP,142.6,142.6,142.6,142.6,142.6,142.6,142.6
2026-03-07,10:30,2026-03-07T09:30:00Z,MGP,132.75,132.75,132.75,132.75,132.75,132.75,132.75
2026-03-07,10:45,2026-03-07T09:45:00Z,MGP,114.06,114.06,114.06,114.06,114.06,114.06,114.06
2026-03-07,11:00,2026-03-07T10:00:00Z,MGP,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2026-03-07,11:15,2026-03-07T10:15:00Z,MGP,118.92,118.92,118.92,118.92,118.92,118.92,118.92
2026-03-07,11:30,2026-03-07T10:30:00Z,MGP,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2026-03-07,11:45,2026-03-07T10:45:00Z,MGP,118.45,118.45,118.45,118.45,118.45,118.45,118.45
2026-03-07,12:00,2026-03-07T11:00:00Z,MGP,110.94,110.94,110.94,110.94,110.94,110.94,110.94
2026-03-07,12:15,2026-03-07T11:15:00Z,MGP,116.4,116.4,116.4,116.4,116.4,116.4,116.4
2026-03-07,12:30,2026-03-07T11:30:00Z,MGP,110.94,110.94,110.94,110.94,110.94,110.94,110.94
2026-03-07,12:45,2026-03-07T11:45:00Z,MGP,110.94,110.94,110.94,110.94,110.94,110.94,110.94
2026-03-07,13:00,2026-03-07T12:00:00Z,MGP,110.93,110.93,110.93,110.93,110.93,110.93,110.93
2026-03-07,13:15,2026-03-07T12:15:00Z,MGP,116.78,116.78,116.78,116.78,116.78,116.78,116.78
2026-03-07,13:30,2026-03-07T12:30:00Z,MGP,117.73,117.73,117.73,117.73,117.73,117.73,117.73
2026-03-07,13:45,2026-03-07T12:45:00Z,MGP,117.73,117.73,117.73,117.73,117.73,117.73,117.73
2026-03-07,14:00,2026-03-07T13:00:00Z,MGP,119.54,119.54,119.54,119.54,119.54,119.54,119.54
2026-03-07,14:15,2026-03-07T13:15:00Z,MGP,118.45,118.45,118.45,118.45,118.45,118.45,118.45
2026-03-07,14:30,2026-03-07T13:30:00Z,MGP,124.53,124.53,124.53,124.53,124.53,124.53,124.53
2026-03-07,14:45,2026-03-07T13:45:00Z,MGP,125.2,125.2,125.2,125.2,125.2,125.2,125.2
2026-03-07,15:00,2026-03-07T14:00:00Z,MGP,110.91,110.91,110.91,110.91,110.91,110.91,110.91
2026-03-07,15:15,2026-03-07T14:15:00Z,MGP,111.0,111.0,111.0,111.0,111.0,111.0,111.0
2026-03-07,15:30,2026-03-07T14:30:00Z,MGP,124.18,124.18,124.18,124.18,124.18,124.18,124.18
