data,ora,utc,mercato,NORD,CNOR,CSUD,SUD,SICI,SARD,CALA
2024-01-01,00:00,2023-12-31T23:00:00Z,MGP,107.09,107.09,107.09,107.09,107.09,107.09,107.09
2024-01-01,01:00,2024-01-01T00:00:00Z,MGP,104.0,104.0,104.0,104.0,104.0,104.0,104.0
2024-01-01,02:00,2024-01-01T01:00:00Z,MGP,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2024-01-01,03:00,2024-01-01T02:00:00Z,MGP,85.66,85.66,85.66,85.66,85.66,85.66,85.66
2024-01-01,04:00,2024-01-01T03:00:00Z,MGP,85.0,85.0,85.0,85.0,85.0,85.0,85.0
2024-01-01,05:00,2024-01-01T04:00:00Z,MGP,85.53,85.53,85.53,85.53,85.53,85.53,85.53
2024-01-01,06:00,2024-01-01T05:00:00Z,MGP,95.07,95.07,95.07,95.07,95.07,95.07,95.07
2024-01-01,07:00,2024-01-01T06:00:00Z,MGP,104.07,104.07,104.07,104.07,104.07,104.07,104.07
2024-01-01,08:00,2024-01-01T07:00:00Z,MGP,106.95,106.95,106.95,106.95,106.95,106.95,106.95
2024-01-01,09:00,2024-01-01T08:00:00Z,MGP,107.08,107.08,107.08,107.08,107.08,107.08,107.08
2024-01-01,10:00,2024-01-01T09:00:00Z,MGP,104.0,104.0,104.0,104.0,104.0,104.0,104.0
2024-01-01,11:00,2024-01-01T10:00:00Z,MGP,98.13,98.13,98.13,98.13,98.13,98.13,98.13
2024-01-01,12:00,2024-01-01T11:00:00Z,MGP,101.55,101.55,101.55,101.55,101.55,101.55,101.55
2024-01-01,13:00,2024-01-01T12:00:00Z,MGP,98.16,98.16,98.16,98.16,98.16,98.16,98.16
2024-01-01,14:00,2024-01-01T13:00:00Z,MGP,98.17,98.17,98.17,98.17,98.17,98.17,98.17
2024-01-01,15:00,2024-01-01T14:00:00Z,MGP,105.54,105.54,105.54,105.54,105.54,105.54,105.54
2024-01-01,16:00,2024-01-01T15:00:00Z,MGP,110.0,110.0,110.0,110.0,110.0,110.0,110.0
2024-01-01,17:00,2024-01-01T16:00:00Z,MGP,120.04,120.04,120.04,120.04,120.04,120.04,120.04
2024-01-01,18:00,2024-01-01T17:00:00Z,MGP,131.5,131.5,131.5,131.5,131.5,131.5,131.5
2024-01-01,19:00,2024-01-01T18:00:00Z,MGP,132.0,132.0,132.0,132.0,132.0,132.0,132.0
2024-01-01,20:00,2024-01-01T19:00:00Z,MGP,127.75,127.75,127.75,127.75,127.75,127.75,127.75
2024-01-01,21:00,2024-01-01T20:00:00Z,MGP,113.48,113.48,113.48,113.48,113.48,113.48,113.48
2024-01-01,22:00,2024-01-01T21:00:00Z,MGP,109.18,109.18,109.18,109.18,109.18,109.18,109.18
2024-01-01,23:00,2024-01-01T22:00:00Z,MGP,107.2,107.2,107.2,107.2,107.2,107.2,107.2
2024-01-02,00:00,2024-01-01T23:00:00Z,MGP,105.49,105.49,105.49,105.49,105.49,105.49,105.49
2024-01-02,01:00,2024-01-02T00:00:00Z,MGP,90.09,90.09,90.09,90.09,90.09,90.09,90.09
2024-01-02,02:00,2024-01-02T01:00:00Z,MGP,84.27,84.27,84.27,84.27,84.27,84.27,84.27
2024-01-02,03:00,2024-01-02T02:00:00Z,MGP,84.27,84.27,84.27,84.27,84.27,84.27,84.27
2024-01-02,04:00,2024-01-02T03:00:00Z,MGP,84.27,84.27,84.27,84.27,84.27,84.27,84.27
2024-01-02,05:00,2024-01-02T04:00:00Z,MGP,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2024-01-02,06:00,2024-01-02T05:00:00Z,MGP,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-02,07:00,2024-01-02T06:00:00Z,MGP,113.85,113.85,113.85,113.85,113.85,113.85,113.85
2024-01-02,08:00,2024-01-02T07:00:00Z,MGP,126.9,126.9,126.9,126.9,126.9,126.9,126.9
2024-01-02,09:00,2024-01-02T08:00:00Z,MGP,119.5,119.5,119.5,119.5,119.5,119.5,119.5
2024-01-02,10:00,2024-01-02T09:00:00Z,MGP,110.6,110.6,110.6,110.6,110.6,110.6,110.6
2024-01-02,11:00,2024-01-02T10:00:00Z,MGP,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-02,12:00,2024-01-02T11:00:00Z,MGP,105.88,105.88,105.88,105.88,105.88,105.88,105.88
2024-01-02,13:00,2024-01-02T12:00:00Z,MGP,100.15,100.15,100.15,100.15,100.15,100.15,100.15
2024-01-02,14:00,2024-01-02T13:00:00Z,MGP,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-02,15:00,2024-01-02T14:00:00Z,MGP,110.0,110.0,110.0,110.0,110.0,110.0,110.0
2024-01-02,16:00,2024-01-02T15:00:00Z,MGP,112.8,112.8,112.8,112.8,112.8,112.8,112.8
2024-01-02,17:00,2024-01-02T16:00:00Z,MGP,129.99,129.99,129.99,129.99,129.99,129.99,129.99
2024-01-02,18:00,2024-01-02T17:00:00Z,MGP,130.0,130.0,130.0,130.0,130.0,130.0,130.0
2024-01-02,19:00,2024-01-02T18:00:00Z,MGP,124.29,124.29,124.29,124.29,124.29,124.29,124.29
2024-01-02,20:00,2024-01-02T19:00:00Z,MGP,111.26,111.26,111.26,111.26,111.26,111.26,111.26
2024-01-02,21:00,2024-01-02T20:00:00Z,MGP,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-02,22:00,2024-01-02T21:00:00Z,MGP,106.0,106.0,106.0,106.0,106.0,106.0,106.0
2024-01-02,23:00,2024-01-02T22:00:00Z,MGP,92.41,92.41,92.41,92.41,92.41,92.41,92.41
2024-01-03,00:00,2024-01-02T23:00:00Z,MGP,82.5,82.5,82.5,82.5,82.5,82.5,82.5
2024-01-03,01:00,2024-01-03T00:00:00Z,MGP,70.1,70.1,70.1,70.1,70.1,70.1,70.1
2024-01-03,02:00,2024-01-03T01:00:00Z,MGP,50.21,50.21,50.21,50.21,50.21,50.21,50.21
2024-01-03,03:00,2024-01-03T02:00:00Z,MGP,40.0,40.0,40.0,40.0,40.0,40.0,40.0
2024-01-03,04:00,2024-01-03T03:00:00Z,MGP,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2024-01-03,05:00,2024-01-03T04:00:00Z,MGP,75.0,75.0,75.0,75.0,75.0,75.0,75.0
2024-01-03,06:00,2024-01-03T05:00:00Z,MGP,95.46,95.46,95.46,95.46,95.46,95.46,95.46
2024-01-03,07:00,2024-01-03T06:00:00Z,MGP,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-03,08:00,2024-01-03T07:00:00Z,MGP,115.53,115.53,115.53,111.8,111.8,115.53,111.8
2024-01-03,09:00,2024-01-03T08:00:00Z,MGP,114.99,114.99,114.99,103.58,103.58,114.99,103.58
2024-01-03,10:00,2024-01-03T09:00:00Z,MGP,109.3,109.3,109.3,99.15,99.15,109.3,99.15
2024-01-03,11:00,2024-01-03T10:00:00Z,MGP,108.01,108.01,108.01,87.25,87.25,108.01,87.25
2024-01-03,12:00,2024-01-03T11:00:00Z,MGP,94.96,94.96,94.96,75.33,75.33,94.96,75.33
2024-01-03,13:00,2024-01-03T12:00:00Z,MGP,92.4,92.4,92.4,86.97,86.97,92.4,86.97
2024-01-03,14:00,2024-01-03T13:00:00Z,MGP,97.57,97.57,97.57,97.15,97.15,97.57,97.15
2024-01-03,15:00,2024-01-03T14:00:00Z,MGP,106.81,106.81,106.81,101.46,101.46,106.81,101.46
2024-01-03,16:00,2024-01-03T15:00:00Z,MGP,110.0,110.0,110.0,108.28,108.28,110.0,108.28
2024-01-03,17:00,2024-01-03T16:00:00Z,MGP,115.81,115.81,115.81,115.81,115.81,115.81,115.81
2024-01-03,18:00,2024-01-03T17:00:00Z,MGP,115.81,115.81,115.81,115.81,115.81,115.81,115.81
2024-01-03,19:00,2024-01-03T18:00:00Z,MGP,115.81,115.81,115.81,115.81,115.81,115.81,115.81
2024-01-03,20:00,2024-01-03T19:00:00Z,MGP,109.0,109.0,109.0,109.0,109.0,109.0,109.0
2024-01-03,21:00,2024-01-03T20:00:00Z,MGP,106.0,106.0,106.0,106.0,106.0,106.0,106.0
2024-01-03,22:00,2024-01-03T21:00:00Z,MGP,101.46,101.46,101.46,101.46,101.46,101.46,101.46
2024-01-03,23:00,2024-01-03T22:00:00Z,MGP,82.59,82.59,82.59,82.59,82.59,82.59,82.59
2024-01-04,00:00,2024-01-03T23:00:00Z,MGP,74.19,74.19,74.19,74.19,74.19,74.19,74.19
2024-01-04,01:00,2024-01-04T00:00:00Z,MGP,65.0,65.0,65.0,65.0,65.0,65.0,65.0
2024-01-04,02:00,2024-01-04T01:00:00Z,MGP,40.0,40.0,40.0,40.0,40.0,40.0,40.0
2024-01-04,03:00,2024-01-04T02:00:00Z,MGP,35.2,35.2,35.2,35.2,35.2,35.2,35.2
2024-01-04,04:00,2024-01-04T03:00:00Z,MGP,49.39,49.39,49.39,49.39,49.39,49.39,49.39
2024-01-04,05:00,2024-01-04T04:00:00Z,MGP,70.1,70.1,70.1,70.1,70.1,70.1,70.1
2024-01-04,06:00,2024-01-04T05:00:00Z,MGP,97.61,97.61,97.61,97.61,97.61,97.61,97.61
2024-01-04,07:00,2024-01-04T06:00:00Z,MGP,106.51,106.51,106.51,106.51,106.51,106.51,106.51
2024-01-04,08:00,2024-01-04T07:00:00Z,MGP,110.0,110.0,110.0,106.51,106.51,110.0,106.51
2024-01-04,09:00,2024-01-04T08:00:00Z,MGP,108.38,108.38,108.38,100.46,100.46,108.38,100.46
2024-01-04,10:00,2024-01-04T09:00:00Z,MGP,97.83,97.83,97.83,73.83,73.83,97.83,73.83
2024-01-04,11:00,2024-01-04T10:00:00Z,MGP,89.95,89.95,89.95,70.1,70.1,89.95,70.1
2024-01-04,12:00,2024-01-04T11:00:00Z,MGP,86.21,86.21,86.21,70.1,70.1,86.21,70.1
2024-01-04,13:00,2024-01-04T12:00:00Z,MGP,85.96,85.96,85.96,85.96,85.96,85.96,85.96
2024-01-04,14:00,2024-01-04T13:00:00Z,MGP,92.11,92.11,92.11,92.11,92.11,92.11,92.11
2024-01-04,15:00,2024-01-04T14:00:00Z,MGP,103.34,103.34,103.34,103.34,103.34,103.34,103.34
2024-01-04,16:00,2024-01-04T15:00:00Z,MGP,110.02,110.02,110.02,110.02,110.02,110.02,110.02
2024-01-04,17:00,2024-01-04T16:00:00Z,MGP,116.87,116.87,116.87,116.87,116.87,116.87,116.87
2024-01-04,18:00,2024-01-04T17:00:00Z,MGP,118.1,118.1,118.1,118.1,118.1,118.1,118.1
2024-01-04,19:00,2024-01-04T18:00:00Z,MGP,118.1,118.1,118.1,118.1,118.1,118.1,118.1
2024-01-04,20:00,2024-01-04T19:00:00Z,MGP,112.99,112.99,112.99,112.99,112.99,112.99,112.99
2024-01-04,21:00,2024-01-04T20:00:00Z,MGP,107.05,107.05,107.05,107.05,107.05,107.05,107.05
2024-01-04,22:00,2024-01-04T21:00:00Z,MGP,105.59,105.59,105.59,105.59,105.59,105.59,105.59
2024-01-04,23:00,2024-01-04T22:00:00Z,MGP,97.98,97.98,97.98,97.98,97.98,97.98,97.98
2024-01-05,00:00,2024-01-04T23:00:00Z,MGP,86.08,86.08,86.08,86.08,86.08,86.08,86.08
2024-01-05,01:00,2024-01-05T00:00:00Z,MGP,88.96,88.96,88.96,88.96,88.96,88.96,88.96
2024-01-05,02:00,2024-01-05T01:00:00Z,MGP,78.5,78.5,78.5,78.5,78.5,78.5,78.5
2024-01-05,03:00,2024-01-05T02:00:00Z,MGP,78.5,78.5,78.5,78.5,78.5,78.5,78.5
2024-01-05,04:00,2024-01-05T03:00:00Z,MGP,79.39,79.39,79.39,79.39,79.39,79.39,79.39
2024-01-05,05:00,2024-01-05T04:00:00Z,MGP,79.6,79.6,79.6,79.6,79.6,79.6,79.6
2024-01-05,06:00,2024-01-05T05:00:00Z,MGP,103.46,103.46,103.46,103.46,103.46,103.46,103.46
2024-01-05,07:00,2024-01-05T06:00:00Z,MGP,111.19,111.19,111.19,111.19,111.19,111.19,111.19
2024-01-05,08:00,2024-01-05T07:00:00Z,MGP,115.0,115.0,115.0,115.0,115.0,115.0,115.0
2024-01-05,09:00,2024-01-05T08:00:00Z,MGP,120.4,120.4,120.4,120.4,120.4,120.4,120.4
2024-01-05,10:00,2024-01-05T09:00:00Z,MGP,114.72,114.72,114.72,114.72,114.72,114.72,114.72
2024-01-05,11:00,2024-01-05T10:00:00Z,MGP,112.89,112.89,112.89,112.89,110.2,112.89,110.2
2024-01-05,12:00,2024-01-05T11:00:00Z,MGP,112.48,112.48,112.48,112.48,110.2,112.48,110.2
2024-01-05,13:00,2024-01-05T12:00:00Z,MGP,110.73,110.73,110.73,110.73,110.2,110.73,110.2
2024-01-05,14:00,2024-01-05T13:00:00Z,MGP,112.0,112.0,112.0,112.0,110.2,112.0,110.2
2024-01-05,15:00,2024-01-05T14:00:00Z,MGP,112.17,112.17,112.17,112.17,110.2,112.17,110.2
2024-01-05,16:00,2024-01-05T15:00:00Z,MGP,113.85,113.85,113.85,113.85,113.85,113.85,113.85
2024-01-05,17:00,2024-01-05T16:00:00Z,MGP,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2024-01-05,18:00,2024-01-05T17:00:00Z,MGP,119.66,119.66,119.66,119.66,119.66,119.66,119.66
2024-01-05,19:00,2024-01-05T18:00:00Z,MGP,115.81,115.81,115.81,115.81,115.81,115.81,115.81
2024-01-05,20:00,2024-01-05T19:00:00Z,MGP,111.0,111.0,111.0,111.0,111.0,111.0,111.0
2024-01-05,21:00,2024-01-05T20:00:00Z,MGP,110.0,110.0,110.0,110.0,110.0,110.0,110.0
2024-01-05,22:00,2024-01-05T21:00:00Z,MGP,104.84,104.84,104.84,104.84,104.84,104.84,104.84
2024-01-05,23:00,2024-01-05T22:00:00Z,MGP,86.8,86.8,86.8,86.8,86.8,86.8,86.8
2024-01-06,00:00,2024-01-05T23:00:00Z,MGP,97.5,97.5,97.5,97.5,97.5,97.5,97.5
2024-01-06,01:00,2024-01-06T00:00:00Z,MGP,97.67,97.67,97.67,97.67,97.67,97.67,97.67
2024-01-06,02:00,2024-01-06T01:00:00Z,MGP,93.0,93.0,93.0,93.0,93.0,93.0,93.0
2024-01-06,03:00,2024-01-06T02:00:00Z,MGP,93.0,93.0,93.0,93.0,93.0,93.0,93.0
2024-01-06,04:00,2024-01-06T03:00:00Z,MGP,89.7,89.7,89.7,89.7,89.7,89.7,89.7
2024-01-06,05:00,2024-01-06T04:00:00Z,MGP,89.47,89.47,89.47,89.47,89.47,89.47,89.47
2024-01-06,06:00,2024-01-06T05:00:00Z,MGP,91.96,91.96,91.96,91.96,91.96,91.96,91.96
2024-01-06,07:00,2024-01-06T06:00:00Z,MGP,96.75,96.75,96.75,96.75,96.75,96.75,96.75
2024-01-06,08:00,2024-01-06T07:00:00Z,MGP,94.66,94.66,94.66,94.66,94.66,94.66,94.66
2024-01-06,09:00,2024-01-06T08:00:00Z,MGP,100.5,100.5,100.5,100.5,100.5,100.5,100.5
2024-01-06,10:00,2024-01-06T09:00:00Z,MGP,103.46,103.46,103.46,103.46,103.46,103.46,103.46
2024-01-06,11:00,2024-01-06T10:00:00Z,MGP,103.0,103.0,103.0,103.0,103.0,103.0,103.0
2024-01-06,12:00,2024-01-06T11:00:00Z,MGP,103.46,103.46,103.46,103.46,103.46,103.46,103.46
2024-01-06,13:00,2024-01-06T12:00:00Z,MGP,100.5,100.5,100.5,100.5,100.5,100.5,100.5
2024-01-06,14:00,2024-01-06T13:00:00Z,MGP,100.25,100.25,100.25,100.25,100.25,100.25,100.25
2024-01-06,15:00,2024-01-06T14:00:00Z,MGP,103.0,103.0,103.0,103.0,103.0,103.0,103.0
2024-01-06,16:00,2024-01-06T15:00:00Z,MGP,103.0,103.0,103.0,103.0,103.0,103.0,103.0
2024-01-06,17:00,2024-01-06T16:00:00Z,MGP,111.65,111.65,111.65,111.65,111.65,111.65,111.65
2024-01-06,18:00,2024-01-06T17:00:00Z,MGP,114.9,114.9,114.9,114.9,114.9,114.9,114.9
2024-01-06,19:00,2024-01-06T18:00:00Z,MGP,116.97,116.97,116.97,116.97,116.97,116.97,116.97
2024-01-06,20:00,2024-01-06T19:00:00Z,MGP,111.69,111.69,111.69,111.69,111.69,111.69,111.69
2024-01-06,21:00,2024-01-06T20:00:00Z,MGP,110.06,110.06,110.06,110.06,110.06,110.06,110.06
2024-01-06,22:00,2024-01-06T21:00:00Z,MGP,103.0,103.0,103.0,103.0,103.0,103.0,103.0
2024-01-06,23:00,2024-01-06T22:00:00Z,MGP,88.5,88.5,88.5,88.5,88.5,88.5,88.5
2024-01-07,00:00,2024-01-06T23:00:00Z,MGP,96.85,96.85,96.85,96.85,96.85,96.85,96.85
2024-01-07,01:00,2024-01-07T00:00:00Z,MGP,96.58,96.58,96.58,96.58,96.58,96.58,96.58
2024-01-07,02:00,2024-01-07T01:00:00Z,MGP,93.8,93.8,93.8,93.8,93.8,93.8,93.8
2024-01-07,03:00,2024-01-07T02:00:00Z,MGP,93.8,93.8,93.8,93.8,93.8,93.8,93.8
2024-01-07,04:00,2024-01-07T03:00:00Z,MGP,85.93,85.93,85.93,85.93,85.93,85.93,85.93
2024-01-07,05:00,2024-01-07T04:00:00Z,MGP,84.3,84.3,84.3,84.3,84.3,84.3,84.3
2024-01-07,06:00,2024-01-07T05:00:00Z,MGP,85.0,85.0,85.0,85.0,85.0,85.0,85.0
2024-01-07,07:00,2024-01-07T06:00:00Z,MGP,102.27,102.27,102.27,102.27,102.27,102.27,102.27
2024-01-07,08:00,2024-01-07T07:00:00Z,MGP,100.55,100.55,100.55,100.55,100.55,100.55,100.55
2024-01-07,09:00,2024-01-07T08:00:00Z,MGP,101.19,101.19,101.19,101.19,101.19,101.19,101.19
2024-01-07,10:00,2024-01-07T09:00:00Z,MGP,96.0,96.0,96.0,96.0,96.0,96.0,96.0
2024-01-07,11:00,2024-01-07T10:00:00Z,MGP,96.0,96.0,96.0,96.0,96.0,96.0,96.0
2024-01-07,12:00,2024-01-07T11:00:00Z,MGP,95.65,95.65,95.65,95.65,95.65,95.65,95.65
2024-01-07,13:00,2024-01-07T12:00:00Z,MGP,88.0,88.0,88.0,88.0,88.0,88.0,88.0
2024-01-07,14:00,2024-01-07T13:00:00Z,MGP,84.34,84.34,84.34,84.34,84.34,84.34,84.34
2024-01-07,15:00,2024-01-07T14:00:00Z,MGP,88.32,88.32,88.32,88.32,88.32,88.32,88.32
2024-01-07,16:00,2024-01-07T15:00:00Z,MGP,97.95,97.95,97.95,97.95,97.95,97.95,97.95
2024-01-07,17:00,2024-01-07T16:00:00Z,MGP,108.87,108.87,108.87,108.87,108.87,108.87,108.87
2024-01-07,18:00,2024-01-07T17:00:00Z,MGP,109.49,109.49,109.49,109.49,109.49,109.49,109.49
2024-01-07,19:00,2024-01-07T18:00:00Z,MGP,110.53,110.53,110.53,110.53,110.53,110.53,110.53
2024-01-07,20:00,2024-01-07T19:00:00Z,MGP,110.0,110.0,110.0,110.0,110.0,110.0,110.0
2024-01-07,21:00,2024-01-07T20:00:00Z,MGP,109.0,109.0,109.0,109.0,109.0,109.0,109.0
2024-01-07,22:00,2024-01-07T21:00:00Z,MGP,102.47,102.47,102.47,102.47,102.47,102.47,102.47
2024-01-07,23:00,2024-01-07T22:00:00Z,MGP,93.8,93.8,93.8,93.8,93.8,93.8,93.8
2024-01-08,00:00,2024-01-07T23:00:00Z,MGP,87.6,87.6,87.6,87.6,87.6,87.6,87.6
2024-01-08,01:00,2024-01-08T00:00:00Z,MGP,85.28,85.28,85.28,85.28,85.28,85.28,85.28
2024-01-08,02:00,2024-01-08T01:00:00Z,MGP,85.28,85.28,85.28,85.28,85.28,85.28,85.28
2024-01-08,03:00,2024-01-08T02:00:00Z,MGP,90.79,90.79,90.79,90.79,90.79,90.79,90.79
2024-01-08,04:00,2024-01-08T03:00:00Z,MGP,93.8,93.8,93.8,93.8,93.8,93.8,93.8
2024-01-08,05:00,2024-01-08T04:00:00Z,MGP,90.79,90.79,90.79,90.79,90.79,90.79,90.79
2024-01-08,06:00,2024-01-08T05:00:00Z,MGP,107.46,107.46,107.46,107.46,107.46,107.46,107.46
2024-01-08,07:00,2024-01-08T06:00:00Z,MGP,114.18,114.18,114.18,114.18,114.18,114.18,114.18
2024-01-08,08:00,2024-01-08T07:00:00Z,MGP,125.5,125.5,125.5,125.5,125.5,125.5,125.5
2024-01-08,09:00,2024-01-08T08:00:00Z,MGP,123.0,123.0,123.0,123.0,123.0,123.0,123.0
2024-01-08,10:00,2024-01-08T09:00:00Z,MGP,115.38,115.38,115.38,115.38,115.38,115.38,115.38
2024-01-08,11:00,2024-01-08T10:00:00Z,MGP,112.22,112.22,112.22,112.22,112.22,112.22,112.22
2024-01-08,12:00,2024-01-08T11:00:00Z,MGP,108.55,108.55,108.55,108.55,108.55,108.55,108.55
2024-01-08,13:00,2024-01-08T12:00:00Z,MGP,108.3,108.3,108.3,108.3,108.3,108.3,108.3
2024-01-08,14:00,2024-01-08T13:00:00Z,MGP,110.97,110.97,110.97,110.97,110.97,110.97,110.97
2024-01-08,15:00,2024-01-08T14:00:00Z,MGP,115.2,115.2,115.2,115.2,115.2,115.2,115.2
2024-01-08,16:00,2024-01-08T15:00:00Z,MGP,122.0,122.0,122.0,122.0,122.0,122.0,122.0
2024-01-08,17:00,2024-01-08T16:00:00Z,MGP,130.1,130.1,130.1,130.1,130.1,130.1,130.1
2024-01-08,18:00,2024-01-08T17:00:00Z,MGP,129.99,129.99,129.99,129.99,129.99,129.99,129.99
2024-01-08,19:00,2024-01-08T18:00:00Z,MGP,122.01,122.01,122.01,122.01,122.01,122.01,122.01
2024-01-08,20:00,2024-01-08T19:00:00Z,MGP,114.18,114.18,114.18,114.18,114.18,114.18,114.18
2024-01-08,21:00,2024-01-08T20:00:00Z,MGP,107.46,107.46,107.46,107.46,107.46,107.46,107.46
2024-01-08,22:00,2024-01-08T21:00:00Z,MGP,102.9,102.9,102.9,102.9,102.9,102.9,102.9
2024-01-08,23:00,2024-01-08T22:00:00Z,MGP,91.75,91.75,91.75,91.75,91.75,91.75,91.75
2024-01-09,00:00,2024-01-08T23:00:00Z,MGP,87.53,87.53,87.53,87.53,87.53,87.53,87.53
2024-01-09,01:00,2024-01-09T00:00:00Z,MGP,86.18,86.18,86.18,86.18,86.18,86.18,86.18
2024-01-09,02:00,2024-01-09T01:00:00Z,MGP,85.0,85.0,85.0,85.0,85.0,85.0,85.0
2024-01-09,03:00,2024-01-09T02:00:00Z,MGP,84.08,84.08,84.08,84.08,84.08,84.08,84.08
2024-01-09,04:00,2024-01-09T03:00:00Z,MGP,84.98,84.98,84.98,84.98,84.98,84.98,84.98
2024-01-09,05:00,2024-01-09T04:00:00Z,MGP,89.34,89.34,89.34,89.34,89.34,89.34,89.34
2024-01-09,06:00,2024-01-09T05:00:00Z,MGP,106.76,106.76,106.76,106.76,106.76,106.76,106.76
2024-01-09,07:00,2024-01-09T06:00:00Z,MGP,117.98,117.98,117.98,117.98,117.98,117.98,117.98
2024-01-09,08:00,2024-01-09T07:00:00Z,MGP,132.63,132.63,132.63,132.63,114.22,132.63,114.22
2024-01-09,09:00,2024-01-09T08:00:00Z,MGP,120.85,120.85,120.85,120.85,120.0,120.85,120.0
2024-01-09,10:00,2024-01-09T09:00:00Z,MGP,112.1,112.1,112.1,112.1,112.1,112.1,112.1
2024-01-09,11:00,2024-01-09T10:00:00Z,MGP,104.97,104.97,104.97,104.97,104.97,104.97,104.97
2024-01-09,12:00,2024-01-09T11:00:00Z,MGP,100.37,100.37,100.37,100.37,100.37,100.37,100.37
2024-01-09,13:00,2024-01-09T12:00:00Z,MGP,100.82,100.82,100.82,100.82,100.82,100.82,100.82
2024-01-09,14:00,2024-01-09T13:00:00Z,MGP,110.0,110.0,110.0,110.0,110.0,110.0,110.0
2024-01-09,15:00,2024-01-09T14:00:00Z,MGP,116.55,116.55,116.55,116.55,116.55,116.55,116.55
2024-01-09,16:00,2024-01-09T15:00:00Z,MGP,127.36,127.36,127.36,127.36,127.36,127.36,127.36
2024-01-09,17:00,2024-01-09T16:00:00Z,MGP,137.35,137.35,137.35,137.35,137.35,137.35,137.35
2024-01-09,18:00,2024-01-09T17:00:00Z,MGP,137.0,137.0,137.0,137.0,137.0,137.0,137.0
2024-01-09,19:00,2024-01-09T18:00:00Z,MGP,130.05,130.05,130.05,130.05,130.05,130.05,130.05
2024-01-09,20:00,2024-01-09T19:00:00Z,MGP,117.67,117.67,117.67,117.67,117.67,117.67,117.67
2024-01-09,21:00,2024-01-09T20:00:00Z,MGP,110.99,110.99,110.99,110.99,112.0,110.99,110.99
2024-01-09,22:00,2024-01-09T21:00:00Z,MGP,105.61,105.61,105.61,105.61,105.61,105.61,105.61
2024-01-09,23:00,2024-01-09T22:00:00Z,MGP,103.46,103.46,103.46,103.46,103.46,103.46,103.46
2024-01-10,00:00,2024-01-09T23:00:00Z,MGP,97.97,97.97,97.97,97.97,97.97,97.97,97.97
2024-01-10,01:00,2024-01-10T00:00:00Z,MGP,92.9,92.9,92.9,92.9,92.9,92.9,92.9
2024-01-10,02:00,2024-01-10T01:00:00Z,MGP,91.29,91.29,91.29,91.29,91.29,91.29,91.29
2024-01-10,03:00,2024-01-10T02:00:00Z,MGP,92.2,92.2,92.2,92.2,92.2,92.2,92.2
2024-01-10,04:00,2024-01-10T03:00:00Z,MGP,91.29,91.29,91.29,91.29,91.29,91.29,91.29
2024-01-10,05:00,2024-01-10T04:00:00Z,MGP,99.5,99.5,99.5,99.5,99.5,99.5,99.5
2024-01-10,06:00,2024-01-10T05:00:00Z,MGP,108.96,108.96,108.96,108.96,108.96,108.96,108.96
2024-01-10,07:00,2024-01-10T06:00:00Z,MGP,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2024-01-10,08:00,2024-01-10T07:00:00Z,MGP,139.2,139.2,139.2,139.2,139.2,139.2,139.2
2024-01-10,09:00,2024-01-10T08:00:00Z,MGP,130.39,130.39,130.39,130.39,130.39,130.39,130.39
2024-01-10,10:00,2024-01-10T09:00:00Z,MGP,117.47,117.47,117.47,117.47,117.47,117.47,117.47
2024-01-10,11:00,2024-01-10T10:00:00Z,MGP,109.13,109.13,109.13,109.13,109.13,109.13,109.13
2024-01-10,12:00,2024-01-10T11:00:00Z,MGP,104.2,104.2,104.2,104.2,104.2,104.2,104.2
2024-01-10,13:00,2024-01-10T12:00:00Z,MGP,106.54,106.54,106.54,106.54,106.54,106.54,106.54
2024-01-10,14:00,2024-01-10T13:00:00Z,MGP,110.2,110.2,110.2,110.2,110.2,110.2,110.2
2024-01-10,15:00,2024-01-10T14:00:00Z,MGP,119.77,119.77,119.77,119.77,119.77,119.77,119.77
2024-01-10,16:00,2024-01-10T15:00:00Z,MGP,133.14,133.14,133.14,133.14,133.14,133.14,133.14
2024-01-10,17:00,2024-01-10T16:00:00Z,MGP,143.79,143.79,143.79,143.79,143.79,143.79,143.79
2024-01-10,18:00,2024-01-10T17:00:00Z,MGP,140.0,140.0,140.0,140.0,140.0,140.0,140.0
2024-01-10,19:00,2024-01-10T18:00:00Z,MGP,132.15,132.15,132.15,132.15,132.15,132.15,132.15
2024-01-10,20:00,2024-01-10T19:00:00Z,MGP,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2024-01-10,21:00,2024-01-10T20:00:00Z,MGP,109.13,109.13,109.13,109.13,109.13,109.13,109.13
2024-01-10,22:00,2024-01-10T21:00:00Z,MGP,105.37,105.37,105.37,105.37,105.37,105.37,105.37
2024-01-10,23:00,2024-01-10T22:00:00Z,MGP,103.62,103.62,103.62,103.62,103.62,103.62,103.62
